epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,592.933,1.34582,0.8205,1.16577,0.40874,0.39449,0.32983,0.12198,2.27392,1.58281,1.85854,0.00073025,0.00073025,0.00073025
170,596.329,1.35417,0.81839,1.17224,0.47607,0.32673,0.32651,0.11927,2.30219,1.65597,1.89498,0.000727156,0.000727156,0.000727156
171,599.915,1.37495,0.84513,1.19558,0.43146,0.40066,0.3528,0.12677,2.26048,1.61305,1.87557,0.000724062,0.000724062,0.000724062
172,603.313,1.36214,0.82487,1.17316,0.48135,0.41048,0.34271,0.12576,2.22934,1.56642,1.83045,0.000720969,0.000720969,0.000720969
173,606.697,1.38709,0.83087,1.18056,0.44804,0.40916,0.33817,0.12621,2.27026,1.5298,1.87367,0.000717875,0.000717875,0.000717875
174,610.273,1.36413,0.83944,1.17543,0.55312,0.35525,0.34684,0.13035,2.18137,1.52937,1.77408,0.000714781,0.000714781,0.000714781
175,613.877,1.36187,0.8504,1.17209,0.3997,0.4176,0.33817,0.13427,2.18896,1.49879,1.81873,0.000711687,0.000711687,0.000711687
176,617.345,1.35707,0.82566,1.16529,0.4246,0.42511,0.34466,0.13208,2.20563,1.58955,1.83533,0.000708594,0.000708594,0.000708594
177,620.873,1.34377,0.81753,1.16619,0.43912,0.38148,0.32973,0.11902,2.35273,1.75629,1.9302,0.0007055,0.0007055,0.0007055
178,624.363,1.34696,0.81374,1.15879,0.40293,0.4096,0.34237,0.12885,2.30058,1.61999,1.89601,0.000702406,0.000702406,0.000702406
